instance,jobs,pivot,neighborhood,init,seed,completion,time
./instances/Benchmarks/ta057,50,first,transpose,random,6,143512,0.000801
./instances/Benchmarks/ta057,50,first,transpose,random,7,139556,0.000602
./instances/Benchmarks/ta057,50,first,transpose,random,8,145949,0.000913
./instances/Benchmarks/ta057,50,first,transpose,random,9,143218,0.000775
./instances/Benchmarks/ta057,50,first,transpose,random,10,140524,0.000857
./instances/Benchmarks/ta057,50,first,transpose,srz,0,128654,0.000040
./instances/Benchmarks/ta057,50,first,exchange,random,1,126340,0.025794
./instances/Benchmarks/ta057,50,first,exchange,random,2,126959,0.018805
./instances/Benchmarks/ta057,50,first,exchange,random,3,126946,0.016911
./instances/Benchmarks/ta057,50,first,exchange,random,4,127330,0.010596
./instances/Benchmarks/ta057,50,first,exchange,random,5,126705,0.023473
./instances/Benchmarks/ta057,50,first,exchange,random,6,127421,0.019546
./instances/Benchmarks/ta057,50,first,exchange,random,7,126879,0.020870
./instances/Benchmarks/ta057,50,first,exchange,random,8,127072,0.020576
./instances/Benchmarks/ta057,50,first,exchange,random,9,126967,0.016986
./instances/Benchmarks/ta057,50,first,exchange,random,10,127100,0.014923
./instances/Benchmarks/ta057,50,first,exchange,srz,0,128365,0.002418
./instances/Benchmarks/ta057,50,first,insert,random,1,128311,0.043107
./instances/Benchmarks/ta057,50,first,insert,random,2,126248,0.052858
./instances/Benchmarks/ta057,50,first,insert,random,3,128312,0.034229
./instances/Benchmarks/ta057,50,first,insert,random,4,126447,0.043388
./instances/Benchmarks/ta057,50,first,insert,random,5,126765,0.034618
./instances/Benchmarks/ta057,50,first,insert,random,6,127348,0.040497
./instances/Benchmarks/ta057,50,first,insert,random,7,127613,0.055460
./instances/Benchmarks/ta057,50,first,insert,random,8,127143,0.040190
./instances/Benchmarks/ta057,50,first,insert,random,9,128299,0.043695
./instances/Benchmarks/ta057,50,first,insert,random,10,125910,0.036410
./instances/Benchmarks/ta057,50,first,insert,srz,0,125894,0.010461
./instances/Benchmarks/ta057,50,best,transpose,random,1,144183,0.001170
./instances/Benchmarks/ta057,50,best,transpose,random,2,147702,0.002071
./instances/Benchmarks/ta057,50,best,transpose,random,3,143467,0.001107
./instances/Benchmarks/ta057,50,best,transpose,random,4,149009,0.000608
./instances/Benchmarks/ta057,50,best,transpose,random,5,145921,0.001540
./instances/Benchmarks/ta057,50,best,transpose,random,6,151156,0.001122
./instances/Benchmarks/ta057,50,best,transpose,random,7,144920,0.001457
./instances/Benchmarks/ta057,50,best,transpose,random,8,144606,0.000603
./instances/Benchmarks/ta057,50,best,transpose,random,9,153614,0.000770
./instances/Benchmarks/ta057,50,best,transpose,random,10,145816,0.001200
./instances/Benchmarks/ta057,50,best,transpose,srz,0,128654,0.000040
./instances/Benchmarks/ta057,50,best,exchange,random,1,128947,0.013110
./instances/Benchmarks/ta057,50,best,exchange,random,2,129489,0.013663
./instances/Benchmarks/ta057,50,best,exchange,random,3,131823,0.009554
./instances/Benchmarks/ta057,50,best,exchange,random,4,130102,0.008274
./instances/Benchmarks/ta057,50,best,exchange,random,5,132248,0.008244
./instances/Benchmarks/ta057,50,best,exchange,random,6,130269,0.011258
./instances/Benchmarks/ta057,50,best,exchange,random,7,130358,0.013511
./instances/Benchmarks/ta057,50,best,exchange,random,8,127195,0.014680
./instances/Benchmarks/ta057,50,best,exchange,random,9,128290,0.013804
./instances/Benchmarks/ta057,50,best,exchange,random,10,127329,0.021833
./instances/Benchmarks/ta057,50,best,exchange,srz,0,128265,0.003055
./instances/Benchmarks/ta057,50,best,insert,random,1,126981,0.033629
./instances/Benchmarks/ta057,50,best,insert,random,2,127470,0.032159
./instances/Benchmarks/ta057,50,best,insert,random,3,127983,0.022590
./instances/Benchmarks/ta057,50,best,insert,random,4,128148,0.033208
./instances/Benchmarks/ta057,50,best,insert,random,5,127810,0.027195
./instances/Benchmarks/ta057,50,best,insert,random,6,126883,0.033434
./instances/Benchmarks/ta057,50,best,insert,random,7,127105,0.031750
./instances/Benchmarks/ta057,50,best,insert,random,8,127459,0.036923
./instances/Benchmarks/ta057,50,best,insert,random,9,128301,0.031403
./instances/Benchmarks/ta057,50,best,insert,random,10,128375,0.023812
./instances/Benchmarks/ta057,50,best,insert,srz,0,125791,0.012913
./instances/Benchmarks/ta058,50,first,transpose,random,1,142229,0.001134
./instances/Benchmarks/ta058,50,first,transpose,random,2,145100,0.000972
./instances/Benchmarks/ta058,50,first,transpose,random,3,143602,0.000627
./instances/Benchmarks/ta058,50,first,transpose,random,4,147974,0.002389
./instances/Benchmarks/ta058,50,first,transpose,random,5,147076,0.001150
./instances/Benchmarks/ta058,50,first,transpose,random,6,140726,0.000981
./instances/Benchmarks/ta058,50,first,transpose,random,7,147506,0.000932
./instances/Benchmarks/ta058,50,first,transpose,random,8,146231,0.001028
./instances/Benchmarks/ta058,50,first,transpose,random,9,141314,0.001423
./instances/Benchmarks/ta058,50,first,transpose,random,10,146967,0.000723
./instances/Benchmarks/ta058,50,first,transpose,srz,0,128808,0.000054
./instances/Benchmarks/ta058,50,first,exchange,random,1,128099,0.016270
./instances/Benchmarks/ta058,50,first,exchange,random,2,127115,0.020607
./instances/Benchmarks/ta058,50,first,exchange,random,3,127652,0.015348
./instances/Benchmarks/ta058,50,first,exchange,random,4,128220,0.013234
./instances/Benchmarks/ta058,50,first,exchange,random,5,126642,0.020721
./instances/Benchmarks/ta058,50,first,exchange,random,6,127288,0.014843
./instances/Benchmarks/ta058,50,first,exchange,random,7,125721,0.022094
./instances/Benchmarks/ta058,50,first,exchange,random,8,128972,0.012593
./instances/Benchmarks/ta058,50,first,exchange,random,9,127387,0.014907
./instances/Benchmarks/ta058,50,first,exchange,random,10,127052,0.019888
./instances/Benchmarks/ta058,50,first,exchange,srz,0,127894,0.003595
./instances/Benchmarks/ta058,50,first,insert,random,1,125820,0.042722
./instances/Benchmarks/ta058,50,first,insert,random,2,126596,0.046683
./instances/Benchmarks/ta058,50,first,insert,random,3,128297,0.036634
./instances/Benchmarks/ta058,50,first,insert,random,4,125842,0.041265
./instances/Benchmarks/ta058,50,first,insert,random,5,127250,0.030672
./instances/Benchmarks/ta058,50,first,insert,random,6,128008,0.027961
./instances/Benchmarks/ta058,50,first,insert,random,7,125515,0.054631
./instances/Benchmarks/ta058,50,first,insert,random,8,126742,0.039858
./instances/Benchmarks/ta058,50,first,insert,random,9,127560,0.035635
./instances/Benchmarks/ta058,50,first,insert,random,10,126554,0.040461
./instances/Benchmarks/ta058,50,first,insert,srz,0,127628,0.007280
./instances/Benchmarks/ta058,50,best,transpose,random,1,145422,0.001504
./instances/Benchmarks/ta058,50,best,transpose,random,2,143430,0.000767
./instances/Benchmarks/ta058,50,best,transpose,random,3,150660,0.000630
./instances/Benchmarks/ta058,50,best,transpose,random,4,146429,0.000801
./instances/Benchmarks/ta058,50,best,transpose,random,5,148790,0.001320
./instances/Benchmarks/ta058,50,best,transpose,random,6,143742,0.001076
./instances/Benchmarks/ta058,50,best,transpose,random,7,145229,0.001012
./instances/Benchmarks/ta058,50,best,transpose,random,8,146183,0.000910
./instances/Benchmarks/ta058,50,best,transpose,random,9,143979,0.001083
./instances/Benchmarks/ta058,50,best,transpose,random,10,147058,0.001235
./instances/Benchmarks/ta058,50,best,transpose,srz,0,128808,0.000121
./instances/Benchmarks/ta058,50,best,exchange,random,1,128861,0.011428
./instances/Benchmarks/ta058,50,best,exchange,random,2,130495,0.010554
./instances/Benchmarks/ta058,50,best,exchange,random,3,130036,0.013199
./instances/Benchmarks/ta058,50,best,exchange,random,4,128032,0.017894
./instances/Benchmarks/ta058,50,best,exchange,random,5,130146,0.014551
./instances/Benchmarks/ta058,50,best,exchange,random,6,128507,0.014268
./instances/Benchmarks/ta058,50,best,exchange,random,7,128805,0.013554
./instances/Benchmarks/ta058,50,best,exchange,random,8,127686,0.015436
./instances/Benchmarks/ta058,50,best,exchange,random,9,129431,0.010095
./instances/Benchmarks/ta058,50,best,exchange,random,10,129808,0.011751
./instances/Benchmarks/ta058,50,best,exchange,srz,0,128097,0.002178
./instances/Benchmarks/ta058,50,best,insert,random,1,126438,0.027278
./instances/Benchmarks/ta058,50,best,insert,random,2,128229,0.037572
./instances/Benchmarks/ta058,50,best,insert,random,3,128655,0.029061
./instances/Benchmarks/ta058,50,best,insert,random,4,127355,0.041612
./instances/Benchmarks/ta058,50,best,insert,random,5,127198,0.039886
./instances/Benchmarks/ta058,50,best,insert,random,6,126969,0.029745
./instances/Benchmarks/ta058,50,best,insert,random,7,127140,0.038630
./instances/Benchmarks/ta058,50,best,insert,random,8,128401,0.030430
./instances/Benchmarks/ta058,50,best,insert,random,9,130237,0.027299
./instances/Benchmarks/ta058,50,best,insert,random,10,128932,0.021840
./instances/Benchmarks/ta058,50,best,insert,srz,0,126583,0.013186
./instances/Benchmarks/ta059,50,first,transpose,random,1,141612,0.000709
./instances/Benchmarks/ta059,50,first,transpose,random,2,146887,0.000715
./instances/Benchmarks/ta059,50,first,transpose,random,3,148591,0.001690
./instances/Benchmarks/ta059,50,first,transpose,random,4,143276,0.000929
./instances/Benchmarks/ta059,50,first,transpose,random,5,140214,0.000899
./instances/Benchmarks/ta059,50,first,transpose,random,6,147208,0.001185
./instances/Benchmarks/ta059,50,first,transpose,random,7,141907,0.000850
./instances/Benchmarks/ta059,50,first,transpose,random,8,146353,0.000983
./instances/Benchmarks/ta059,50,first,transpose,random,9,142171,0.000721
./instances/Benchmarks/ta059,50,first,transpose,random,10,148156,0.000484
./instances/Benchmarks/ta059,50,first,transpose,srz,0,128461,0.000106
./instances/Benchmarks/ta059,50,first,exchange,random,1,126004,0.019472
./instances/Benchmarks/ta059,50,first,exchange,random,2,125845,0.023593
./instances/Benchmarks/ta059,50,first,exchange,random,3,126462,0.021437
./instances/Benchmarks/ta059,50,first,exchange,random,4,125785,0.020979
./instances/Benchmarks/ta059,50,first,exchange,random,5,126439,0.018551
./instances/Benchmarks/ta059,50,first,exchange,random,6,125452,0.025038
./instances/Benchmarks/ta059,50,first,exchange,random,7,126737,0.017163
./instances/Benchmarks/ta059,50,first,exchange,random,8,124788,0.023857
./instances/Benchmarks/ta059,50,first,exchange,random,9,125462,0.025513
./instances/Benchmarks/ta059,50,first,exchange,random,10,125281,0.017971
./instances/Benchmarks/ta059,50,first,exchange,srz,0,125710,0.007901
./instances/Benchmarks/ta059,50,first,insert,random,1,125145,0.057855
./instances/Benchmarks/ta059,50,first,insert,random,2,126368,0.054625
./instances/Benchmarks/ta059,50,first,insert,random,3,124315,0.058204
./instances/Benchmarks/ta059,50,first,insert,random,4,126080,0.050617
./instances/Benchmarks/ta059,50,first,insert,random,5,125109,0.044452
./instances/Benchmarks/ta059,50,first,insert,random,6,125153,0.049649
./instances/Benchmarks/ta059,50,first,insert,random,7,125455,0.057215
./instances/Benchmarks/ta059,50,first,insert,random,8,125438,0.039394
./instances/Benchmarks/ta059,50,first,insert,random,9,125197,0.059872
./instances/Benchmarks/ta059,50,first,insert,random,10,125430,0.044309
./instances/Benchmarks/ta059,50,first,insert,srz,0,125083,0.014491
./instances/Benchmarks/ta059,50,best,transpose,random,1,136074,0.000885
./instances/Benchmarks/ta059,50,best,transpose,random,2,149258,0.001646
./instances/Benchmarks/ta059,50,best,transpose,random,3,146681,0.001117
./instances/Benchmarks/ta059,50,best,transpose,random,4,146092,0.001078
./instances/Benchmarks/ta059,50,best,transpose,random,5,145670,0.001599
./instances/Benchmarks/ta059,50,best,transpose,random,6,140259,0.001495
./instances/Benchmarks/ta059,50,best,transpose,random,7,143979,0.001123
./instances/Benchmarks/ta059,50,best,transpose,random,8,147690,0.001527
./instances/Benchmarks/ta059,50,best,transpose,random,9,144960,0.001116
./instances/Benchmarks/ta059,50,best,transpose,random,10,145196,0.000465
./instances/Benchmarks/ta059,50,best,transpose,srz,0,128461,0.000167
./instances/Benchmarks/ta059,50,best,exchange,random,1,128375,0.012554
./instances/Benchmarks/ta059,50,best,exchange,random,2,127582,0.017806
./instances/Benchmarks/ta059,50,best,exchange,random,3,129294,0.014458
./instances/Benchmarks/ta059,50,best,exchange,random,4,127638,0.014443
./instances/Benchmarks/ta059,50,best,exchange,random,5,126909,0.018681
./instances/Benchmarks/ta059,50,best,exchange,random,6,128425,0.013382
./instances/Benchmarks/ta059,50,best,exchange,random,7,127174,0.017524
./instances/Benchmarks/ta059,50,best,exchange,random,8,129027,0.016762
./instances/Benchmarks/ta059,50,best,exchange,random,9,127586,0.015207
./instances/Benchmarks/ta059,50,best,exchange,random,10,130008,0.018877
./instances/Benchmarks/ta059,50,best,exchange,srz,0,126898,0.004983
./instances/Benchmarks/ta059,50,best,insert,random,1,126297,0.031400
./instances/Benchmarks/ta059,50,best,insert,random,2,125336,0.028136
./instances/Benchmarks/ta059,50,best,insert,random,3,126672,0.029567
./instances/Benchmarks/ta059,50,best,insert,random,4,126811,0.031500
./instances/Benchmarks/ta059,50,best,insert,random,5,127106,0.027092
./instances/Benchmarks/ta059,50,best,insert,random,6,126471,0.038146
./instances/Benchmarks/ta059,50,best,insert,random,7,124800,0.041679
./instances/Benchmarks/ta059,50,best,insert,random,8,127651,0.031130
./instances/Benchmarks/ta059,50,best,insert,random,9,126595,0.034816
./instances/Benchmarks/ta059,50,best,insert,random,10,126734,0.019405
./instances/Benchmarks/ta059,50,best,insert,srz,0,126071,0.008300
./instances/Benchmarks/ta060,50,first,transpose,random,1,140138,0.000885
./instances/Benchmarks/ta060,50,first,transpose,random,2,148689,0.000636
./instances/Benchmarks/ta060,50,first,transpose,random,3,149303,0.000693
./instances/Benchmarks/ta060,50,first,transpose,random,4,147254,0.000907
./instances/Benchmarks/ta060,50,first,transpose,random,5,147715,0.000894
./instances/Benchmarks/ta060,50,first,transpose,random,6,146613,0.001051
./instances/Benchmarks/ta060,50,first,transpose,random,7,142481,0.001153
./instances/Benchmarks/ta060,50,first,transpose,random,8,143452,0.000480
./instances/Benchmarks/ta060,50,first,transpose,random,9,141367,0.001059
./instances/Benchmarks/ta060,50,first,transpose,random,10,143830,0.000890
./instances/Benchmarks/ta060,50,first,transpose,srz,0,131885,0.000040
./instances/Benchmarks/ta060,50,first,exchange,random,1,127219,0.018504
./instances/Benchmarks/ta060,50,first,exchange,random,2,127794,0.016997
./instances/Benchmarks/ta060,50,first,exchange,random,3,127510,0.017082
./instances/Benchmarks/ta060,50,first,exchange,random,4,128003,0.021607
./instances/Benchmarks/ta060,50,first,exchange,random,5,128255,0.019812
./instances/Benchmarks/ta060,50,first,exchange,random,6,127966,0.022537
./instances/Benchmarks/ta060,50,first,exchange,random,7,126860,0.022519
./instances/Benchmarks/ta060,50,first,exchange,random,8,127197,0.021565
./instances/Benchmarks/ta060,50,first,exchange,random,9,126895,0.023822
./instances/Benchmarks/ta060,50,first,exchange,random,10,128244,0.019089
./instances/Benchmarks/ta060,50,first,exchange,srz,0,129605,0.002722
./instances/Benchmarks/ta060,50,first,insert,random,1,127786,0.049142
./instances/Benchmarks/ta060,50,first,insert,random,2,128065,0.033273
./instances/Benchmarks/ta060,50,first,insert,random,3,127910,0.044156
./instances/Benchmarks/ta060,50,first,insert,random,4,127646,0.044169
./instances/Benchmarks/ta060,50,first,insert,random,5,126390,0.055210
./instances/Benchmarks/ta060,50,first,insert,random,6,127079,0.050383
./instances/Benchmarks/ta060,50,first,insert,random,7,128298,0.045820
./instances/Benchmarks/ta060,50,first,insert,random,8,128695,0.046183
./instances/Benchmarks/ta060,50,first,insert,random,9,128347,0.048602
./instances/Benchmarks/ta060,50,first,insert,random,10,128669,0.044214
./instances/Benchmarks/ta060,50,first,insert,srz,0,127732,0.009177
./instances/Benchmarks/ta060,50,best,transpose,random,1,150999,0.001240
./instances/Benchmarks/ta060,50,best,transpose,random,2,146287,0.000765
./instances/Benchmarks/ta060,50,best,transpose,random,3,145030,0.001196
./instances/Benchmarks/ta060,50,best,transpose,random,4,144607,0.000786
./instances/Benchmarks/ta060,50,best,transpose,random,5,143121,0.001844
./instances/Benchmarks/ta060,50,best,transpose,random,6,148791,0.001034
./instances/Benchmarks/ta060,50,best,transpose,random,7,144532,0.000931
./instances/Benchmarks/ta060,50,best,transpose,random,8,142531,0.001163
./instances/Benchmarks/ta060,50,best,transpose,random,9,147102,0.001163
./instances/Benchmarks/ta060,50,best,transpose,random,10,146986,0.001006
./instances/Benchmarks/ta060,50,best,transpose,srz,0,131885,0.000040
./instances/Benchmarks/ta060,50,best,exchange,random,1,129100,0.016103
./instances/Benchmarks/ta060,50,best,exchange,random,2,129545,0.012503
./instances/Benchmarks/ta060,50,best,exchange,random,3,128810,0.014295
./instances/Benchmarks/ta060,50,best,exchange,random,4,131013,0.009143
./instances/Benchmarks/ta060,50,best,exchange,random,5,129040,0.016124
./instances/Benchmarks/ta060,50,best,exchange,random,6,129549,0.012257
./instances/Benchmarks/ta060,50,best,exchange,random,7,130333,0.012874
./instances/Benchmarks/ta060,50,best,exchange,random,8,128096,0.013433
./instances/Benchmarks/ta060,50,best,exchange,random,9,131532,0.009494
./instances/Benchmarks/ta060,50,best,exchange,random,10,129969,0.012686
./instances/Benchmarks/ta060,50,best,exchange,srz,0,130533,0.002159
./instances/Benchmarks/ta060,50,best,insert,random,1,129360,0.021580
./instances/Benchmarks/ta060,50,best,insert,random,2,130732,0.021307
./instances/Benchmarks/ta060,50,best,insert,random,3,127756,0.034119
./instances/Benchmarks/ta060,50,best,insert,random,4,127742,0.028968
./instances/Benchmarks/ta060,50,best,insert,random,5,129080,0.030937
./instances/Benchmarks/ta060,50,best,insert,random,6,129100,0.030447
./instances/Benchmarks/ta060,50,best,insert,random,7,128566,0.032969
./instances/Benchmarks/ta060,50,best,insert,random,8,128285,0.031951
./instances/Benchmarks/ta060,50,best,insert,random,9,128834,0.026420
./instances/Benchmarks/ta060,50,best,insert,random,10,131451,0.026094
./instances/Benchmarks/ta060,50,best,insert,srz,0,128066,0.009313
./instances/Benchmarks/ta081,100,first,transpose,random,1,444262,0.009658
./instances/Benchmarks/ta081,100,first,transpose,random,2,443285,0.006084
./instances/Benchmarks/ta081,100,first,transpose,random,3,442402,0.009679
./instances/Benchmarks/ta081,100,first,transpose,random,4,443219,0.009997
./instances/Benchmarks/ta081,100,first,transpose,random,5,442438,0.009726
./instances/Benchmarks/ta081,100,first,transpose,random,6,432834,0.009675
./instances/Benchmarks/ta081,100,first,transpose,random,7,431962,0.011115
./instances/Benchmarks/ta081,100,first,transpose,random,8,441124,0.008999
./instances/Benchmarks/ta081,100,first,transpose,random,9,429786,0.007389
./instances/Benchmarks/ta081,100,first,transpose,random,10,441625,0.008283
./instances/Benchmarks/ta081,100,first,transpose,srz,0,392741,0.000179
./instances/Benchmarks/ta081,100,first,exchange,random,1,377851,0.475962
./instances/Benchmarks/ta081,100,first,exchange,random,2,376948,0.444682
./instances/Benchmarks/ta081,100,first,exchange,random,3,377624,0.456212
./instances/Benchmarks/ta081,100,first,exchange,random,4,378478,0.444706
./instances/Benchmarks/ta081,100,first,exchange,random,5,378276,0.309620
./instances/Benchmarks/ta081,100,first,exchange,random,6,378923,0.396064
./instances/Benchmarks/ta081,100,first,exchange,random,7,377921,0.456089
./instances/Benchmarks/ta081,100,first,exchange,random,8,378530,0.452221
./instances/Benchmarks/ta081,100,first,exchange,random,9,374420,0.469815
./instances/Benchmarks/ta081,100,first,exchange,random,10,378243,0.288686
./instances/Benchmarks/ta081,100,first,exchange,srz,0,381472,0.102015
./instances/Benchmarks/ta081,100,first,insert,random,1,380362,0.952312
./instances/Benchmarks/ta081,100,first,insert,random,2,379657,1.120436
./instances/Benchmarks/ta081,100,first,insert,random,3,378490,0.907335
./instances/Benchmarks/ta081,100,first,insert,random,4,377429,0.955158
./instances/Benchmarks/ta081,100,first,insert,random,5,381638,0.849727
./instances/Benchmarks/ta081,100,first,insert,random,6,383189,0.884356
./instances/Benchmarks/ta081,100,first,insert,random,7,380372,0.933400
./instances/Benchmarks/ta081,100,first,insert,random,8,379784,0.863131
./instances/Benchmarks/ta081,100,first,insert,random,9,379285,0.995366
./instances/Benchmarks/ta081,100,first,insert,random,10,378063,1.055249
./instances/Benchmarks/ta081,100,first,insert,srz,0,378507,0.245921
./instances/Benchmarks/ta081,100,best,transpose,random,1,437130,0.012546
./instances/Benchmarks/ta081,100,best,transpose,random,2,446090,0.008417
./instances/Benchmarks/ta081,100,best,transpose,random,3,449252,0.009437
./instances/Benchmarks/ta081,100,best,transpose,random,4,438263,0.010888
./instances/Benchmarks/ta081,100,best,transpose,random,5,456192,0.010993
./instances/Benchmarks/ta081,100,best,transpose,random,6,443129,0.010271
./instances/Benchmarks/ta081,100,best,transpose,random,7,439566,0.011646
./instances/Benchmarks/ta081,100,best,transpose,random,8,444611,0.008902
./instances/Benchmarks/ta081,100,best,transpose,random,9,441277,0.011501
./instances/Benchmarks/ta081,100,best,transpose,random,10,444137,0.009985
./instances/Benchmarks/ta081,100,best,transpose,srz,0,392741,0.000175
./instances/Benchmarks/ta081,100,best,exchange,random,1,382759,0.224354
./instances/Benchmarks/ta081,100,best,exchange,random,2,386200,0.233463
./instances/Benchmarks/ta081,100,best,exchange,random,3,390052,0.300098
./instances/Benchmarks/ta081,100,best,exchange,random,4,386427,0.228925
./instances/Benchmarks/ta081,100,best,exchange,random,5,381053,0.237405
./instances/Benchmarks/ta081,100,best,exchange,random,6,388719,-1.672079
./instances/Benchmarks/ta081,100,best,exchange,random,7,387776,0.246733
./instances/Benchmarks/ta081,100,best,exchange,random,8,388556,0.217497
./instances/Benchmarks/ta081,100,best,exchange,random,9,391812,0.163543
./instances/Benchmarks/ta081,100,best,exchange,random,10,387339,0.242058
./instances/Benchmarks/ta081,100,best,exchange,srz,0,382424,0.118686
./instances/Benchmarks/ta081,100,best,insert,random,1,387554,0.597045
./instances/Benchmarks/ta081,100,best,insert,random,2,387527,0.369328
./instances/Benchmarks/ta081,100,best,insert,random,3,385461,0.644561
./instances/Benchmarks/ta081,100,best,insert,random,4,384689,0.385523
./instances/Benchmarks/ta081,100,best,insert,random,5,388566,0.439050
./instances/Benchmarks/ta081,100,best,insert,random,6,389363,0.376554
./instances/Benchmarks/ta081,100,best,insert,random,7,384733,0.464139
./instances/Benchmarks/ta081,100,best,insert,random,8,385453,0.411216
./instances/Benchmarks/ta081,100,best,insert,random,9,380314,0.444612
./instances/Benchmarks/ta081,100,best,insert,random,10,389061,0.372332
./instances/Benchmarks/ta081,100,best,insert,srz,0,376889,0.233791
./instances/Benchmarks/ta082,100,first,transpose,random,1,441091,0.008120
./instances/Benchmarks/ta082,100,first,transpose,random,2,452433,0.008036
./instances/Benchmarks/ta082,100,first,transpose,random,3,447410,0.007102
./instances/Benchmarks/ta082,100,first,transpose,random,4,444209,0.011657
./instances/Benchmarks/ta082,100,first,transpose,random,5,445504,0.013602
./instances/Benchmarks/ta082,100,first,transpose,random,6,439688,0.010947
./instances/Benchmarks/ta082,100,first,transpose,random,7,438666,0.010782
./instances/Benchmarks/ta082,100,first,transpose,random,8,448912,0.008057
./instances/Benchmarks/ta082,100,first,transpose,random,9,436515,0.010766
./instances/Benchmarks/ta082,100,first,transpose,random,10,442517,0.012675
./instances/Benchmarks/ta082,100,first,transpose,srz,0,390547,0.001320
./instances/Benchmarks/ta082,100,first,exchange,random,1,382942,0.399924
./instances/Benchmarks/ta082,100,first,exchange,random,2,384335,0.334663
./instances/Benchmarks/ta082,100,first,exchange,random,3,383623,0.416386
./instances/Benchmarks/ta082,100,first,exchange,random,4,385413,0.448936
./instances/Benchmarks/ta082,100,first,exchange,random,5,383373,0.318564
./instances/Benchmarks/ta082,100,first,exchange,random,6,383509,0.426925
./instances/Benchmarks/ta082,100,first,exchange,random,7,384492,0.380754
./instances/Benchmarks/ta082,100,first,exchange,random,8,383283,0.399315
./instances/Benchmarks/ta082,100,first,exchange,random,9,382736,0.412151
./instances/Benchmarks/ta082,100,first,exchange,random,10,383449,0.339263
./instances/Benchmarks/ta082,100,first,exchange,srz,0,387933,0.096335
./instances/Benchmarks/ta082,100,first,insert,random,1,385332,0.802635
./instances/Benchmarks/ta082,100,first,insert,random,2,387622,0.870158
./instances/Benchmarks/ta082,100,first,insert,random,3,386305,0.948074
./instances/Benchmarks/ta082,100,first,insert,random,4,389810,0.577865
./instances/Benchmarks/ta082,100,first,insert,random,5,389378,0.688296
./instances/Benchmarks/ta082,100,first,insert,random,6,389254,0.892103
./instances/Benchmarks/ta082,100,first,insert,random,7,390592,0.642143
./instances/Benchmarks/ta082,100,first,insert,random,8,386233,0.758545
./instances/Benchmarks/ta082,100,first,insert,random,9,387081,1.137642
./instances/Benchmarks/ta082,100,first,insert,random,10,385592,0.886994
./instances/Benchmarks/ta082,100,first,insert,srz,0,383467,0.226729
./instances/Benchmarks/ta082,100,best,transpose,random,1,444487,0.009540
./instances/Benchmarks/ta082,100,best,transpose,random,2,437584,0.009673
./instances/Benchmarks/ta082,100,best,transpose,random,3,447734,0.008856
./instances/Benchmarks/ta082,100,best,transpose,random,4,446668,0.010267
./instances/Benchmarks/ta082,100,best,transpose,random,5,443810,0.013722
./instances/Benchmarks/ta082,100,best,transpose,random,6,452091,0.011176
./instances/Benchmarks/ta082,100,best,transpose,random,7,437631,0.013399
./instances/Benchmarks/ta082,100,best,transpose,random,8,432745,0.011625
./instances/Benchmarks/ta082,100,best,transpose,random,9,445539,0.009926
./instances/Benchmarks/ta082,100,best,transpose,random,10,442820,0.011161
./instances/Benchmarks/ta082,100,best,transpose,srz,0,390354,0.002788
./instances/Benchmarks/ta082,100,best,exchange,random,1,390430,0.242245
./instances/Benchmarks/ta082,100,best,exchange,random,2,390979,0.192005
./instances/Benchmarks/ta082,100,best,exchange,random,3,396358,0.283771
./instances/Benchmarks/ta082,100,best,exchange,random,4,392217,0.235442
./instances/Benchmarks/ta082,100,best,exchange,random,5,395223,0.165451
./instances/Benchmarks/ta082,100,best,exchange,random,6,389700,0.221272
./instances/Benchmarks/ta082,100,best,exchange,random,7,394030,0.199877
./instances/Benchmarks/ta082,100,best,exchange,random,8,394833,0.234453
./instances/Benchmarks/ta082,100,best,exchange,random,9,396285,0.140462
./instances/Benchmarks/ta082,100,best,exchange,random,10,397482,0.216499
./instances/Benchmarks/ta082,100,best,exchange,srz,0,389157,0.046174
./instances/Benchmarks/ta082,100,best,insert,random,1,389588,0.371825
./instances/Benchmarks/ta082,100,best,insert,random,2,390383,0.436301
./instances/Benchmarks/ta082,100,best,insert,random,3,391123,0.366723
./instances/Benchmarks/ta082,100,best,insert,random,4,387130,0.538986
./instances/Benchmarks/ta082,100,best,insert,random,5,394119,0.410379
./instances/Benchmarks/ta082,100,best,insert,random,6,393889,0.336320
./instances/Benchmarks/ta082,100,best,insert,random,7,392059,0.375525
./instances/Benchmarks/ta082,100,best,insert,random,8,384040,0.519528
./instances/Benchmarks/ta082,100,best,insert,random,9,390235,0.455183
./instances/Benchmarks/ta082,100,best,insert,random,10,395901,0.344044
./instances/Benchmarks/ta082,100,best,insert,srz,0,387798,0.128400
./instances/Benchmarks/ta083,100,first,transpose,random,1,441698,0.011462
./instances/Benchmarks/ta083,100,first,transpose,random,2,447901,0.012862
./instances/Benchmarks/ta083,100,first,transpose,random,3,449161,0.017495
./instances/Benchmarks/ta083,100,first,transpose,random,4,441800,0.007841
./instances/Benchmarks/ta083,100,first,transpose,random,5,441178,0.006203
./instances/Benchmarks/ta083,100,first,transpose,random,6,438571,0.010932
./instances/Benchmarks/ta083,100,first,transpose,random,7,441222,0.009587
./instances/Benchmarks/ta083,100,first,transpose,random,8,437594,0.007834
./instances/Benchmarks/ta083,100,first,transpose,random,9,436728,0.008581
./instances/Benchmarks/ta083,100,first,transpose,random,10,441251,0.012098
